acceleration_variance,gyro_variance,acoustic_energy,pressure_change,signal_instability,hazard_label
0.0,0.7903288869515427,0.714447402866337,0.5634356593708808,0.3094912828220791,0
0.1737274288134314,1.7990982249849736,3.192210177003529,0.06110710727912211,1.28770464714133,0
0.0,0.6017525914190125,0.20955407939191115,0.3108335163659791,0.2167007835970917,0
0.9985655251089288,1.9293167118137269,3.748393271607881,1.390891753450269,1.052928198249681,1
1.0453903783935954,0.16921865120992113,0.0,0.31932550683812844,0.3984990539356794,0
1.4472078635730317,1.6240363480029447,3.105838969167131,0.5033843465675307,0.9319837132329284,0
2.5247559891788964,2.7248311665128075,1.3286421377720368,0.9476306206801745,0.7587406593459374,0
0.4049305070563235,0.7615155814536743,0.954394788976257,0.255172986243284,0.2777124827569988,0
3.347532528983244,2.046396468574583,1.9508557956533104,1.7889982804065157,0.6212019423969498,1
1.5868579299988466,0.4748040437592017,1.6920637166859556,0.5995318386983284,0.5541575223142337,0
0.19369349917203982,1.800556129209303,0.6320887680842611,0.0,0.6990426334647973,0
0.9902290179969038,0.2242317035837491,1.542851554569352,0.0,0.6145184165996103,0
1.3321905158880176,1.126254776641602,2.3427603671053863,0.5584049077011871,0.6446253200075016,1
0.07923558686433031,1.2868103015672054,0.5823688724906668,0.46131599353870606,0.4365845859444611,0
0.26645158872679375,0.31370969659805575,1.0282277904899764,0.9996681006272261,0.36245977863912676,0
0.9522329324484202,0.0,1.5008221537304378,0.20302146033737722,0.5993218569530286,0
2.136066143462776,1.930943562810508,1.5531430834049775,1.4052081003231434,0.29123055559961436,1
1.8215836869971063,2.7329579030277777,2.016138539508845,2.406248549333931,0.35205134346828515,1
0.3637030768999663,1.0187151361079192,1.2739520440193446,0.2755088124213238,0.4242465831910505,0
0.7656283017421317,0.0,1.1124765618768628,0.5310034717625417,0.40460003128910516,0
1.72213029355802,3.6205123269613715,3.1410798735189815,1.3416745301825925,0.9494352141594006,1
2.1075042521106266,2.0579321014164766,1.3081522413414088,1.347467491625062,0.37811641740505564,1
0.5525035639135552,0.5543186967241346,1.4520647977202432,0.6297006941173682,0.3793980702430088,0
2.002310209864695,1.9416588272162278,3.2677342922159447,1.2714386721789648,0.7216308483515825,1
0.07132362268182102,0.6482198215121995,1.5114187269442052,0.22607138601298704,0.5593561836261972,0
0.9101017097546097,0.4661403791533948,1.826797895741083,1.358580846287062,0.506559051752607,0
1.1878357223302864,0.0,1.533888872721341,0.44089836665308485,0.6036584604194962,0
1.4455057092964387,0.0,1.7272385262452385,0.0,0.7994159096042698,0
0.44339003295784596,1.014235079019127,0.7074482601012422,0.4551535164075014,0.23265749733879096,0
0.7355213038511039,1.0927293014974182,1.1543620560715162,0.3033428523503514,0.3392055599927802,0
1.494362359572638,1.5985166019904724,1.125924942235992,1.4330043537594728,0.1759605757958088,1
0.9917461832683503,0.7917855330218668,2.196979285206699,1.9737118087370762,0.6061247370442584,1
1.9814206472188354,2.183591551900561,1.064332409319189,0.6826673544884527,0.6234915153231756,1
1.9710995630312338,1.8298025808106575,2.657263473330667,2.1098880850044486,0.3135290294442784,1
0.3115403604105155,0.0,0.8826802118432943,0.997124610229425,0.4092495612922203,0
1.747025855107036,1.8655592291452887,2.3675838188803926,0.5533693472233044,0.6656389472747101,1
0.0,0.7327971440882128,0.0,0.6803200592171128,0.35376615856652066,0
3.0261147942614572,3.461447025065239,3.6042752696957274,1.1903615801288818,0.9649799821781693,1
1.2288360258028312,1.2852114430026071,1.1543250503224332,0.11029585483851392,0.48395615990209917,1
0.5817055476060892,0.8077942958369067,1.2136421987988646,0.4510236988229962,0.28951711462109725,0
1.4874346631754993,0.21876121683878016,0.862376451715281,2.0474331549821456,0.6835783335624075,1
2.251580550278477,3.3802380252596396,4.187533306388433,1.682718665302113,0.9731642541364507,1
0.7790600361399397,0.0,0.0,1.1821108782060654,0.5105812446281915,0
0.2615415455447849,1.0088238965675855,0.0,1.3714173199605413,0.5527569672385685,0
1.3384175449985782,0.49692238438216435,1.0309385530028112,0.232249515678821,0.43441011146339203,0
0.0,1.072007492440493,0.20473021313115197,0.028873319710708722,0.43754804172618794,0
1.538365928435898,0.18854179355828424,0.03279629229036751,0.5071903731419865,0.586458197178204,0
1.8665831560364476,2.227000663538976,1.3673845950250463,1.3203053562690668,0.37423021304934606,1
1.0917324693144559,0.0,0.760364274683199,0.39312936194871384,0.40753044159006574,0
1.8567656115859552,0.8367542427343054,3.5839596072850393,0.9734463818513199,1.0950021834756098,1
0.0,0.5616369348766752,0.0,0.4592550453371418,0.2577771006456279,0
1.8051922990532272,0.7942714983015778,1.709045498125446,1.1825551450499587,0.40954623145881097,1
0.5315927318098086,0.20973151770728682,0.46741039871817824,0.0,0.21200870288834298,0
0.9117020357565182,1.2964700069986816,3.1707137641712158,0.14818976180383453,1.1124612324980492,0
0.0,0.2080600735555041,1.163802893762922,0.8131266127096627,0.46512261604541755,0
1.1391897312436525,2.107478991957617,1.561171236487244,0.6134465633395104,0.5489094574313974,1
0.4929703432733354,1.5233521669475047,0.42605105086302747,0.0,0.5598758632192062,0
0.5580089951828925,0.8813743913178358,0.3149001541934325,0.361496004197049,0.2229941444816285,0
2.541316933693943,1.802256231156175,1.6213937793809645,1.0164074580986653,0.543949458253812,1
2.4967683474234637,1.2950066441377102,1.3028273590195336,1.1473219484776727,0.5441039494276487,1
0.32003626562504384,0.2781588487382973,0.8778173998654207,0.31302290531545823,0.24908851343915675,0
0.2715768645148378,0.6602066811209022,2.2447973391373535,0.9807083995650296,0.7398931283458756,0
3.4216166373220687,2.0039016808993386,1.1858752949202724,0.5943017229174726,1.0609035999384133,0
0.5255906951056393,0.0,0.701914315889872,0.3437748406889755,0.25975004025317344,0
0.8135535818629299,0.0,0.0,0.5387123326390932,0.35175440012118464,0
0.9354515990041642,1.0722140214989513,1.61064444886494,0.8894041136666674,0.28725251568173343,1
2.1302926356099388,0.0,1.3609139697480537,0.0,0.9142076700708551,0
1.9790342761762014,0.8673663281793164,1.563167326530802,0.4872237007500933,0.5820519667369705,1
0.08976304971221838,1.0911578328515366,1.2334350316414193,0.47023811507794305,0.46393641940336866,0
1.5480492869605025,1.7292929710072962,2.9809996620479486,1.2283791591314113,0.6651009301068409,1
1.2952942465959532,2.0928853562652963,2.7422511704143107,0.4075878132749703,0.8743002698419997,1
1.4366437987289804,0.6049685351751488,2.961795146398275,1.6989534700017055,0.8453098748975524,1
0.7313171703637966,1.156867220748736,1.1779892365070461,0.3580991469060111,0.33824887356197736,0
0.07541131150124147,0.8790141984889909,0.4370225760199528,0.8955248842522251,0.34049413931664785,0
0.49869296862765544,0.8904639195046254,0.7170369540336912,0.7990942080946591,0.14503409255390867,0
2.076111418747015,1.8412896542744313,0.9703317028646105,0.8374027095982137,0.5359755227220175,1
0.0,0.0,1.5179024216511783,0.0,0.6572710288079194,0
3.187748754094032,2.9044686558876873,2.238818922452497,1.7707951833018574,0.5554178714983107,1
2.7784047603134345,2.224689418466143,1.8755461314653195,1.4565071509213312,0.48455948882996375,1
0.6383210375553752,0.0,0.9965552872154287,0.5000795814296219,0.35747258456789444,0
0.6481532863290334,1.0253977145484152,0.7964381442302066,1.1205721472498609,0.1860821134695913,0
0.39409121244961687,1.789757365817148,2.961838754513667,1.556416429882208,0.9115798801804089,1
0.2346271493513303,0.379281427358927,1.093688153206424,0.0,0.40807059095538206,0
2.1497797214126675,1.702585815167348,1.5124038788324534,1.083117563823584,0.383095560574094,1
1.959499726056274,1.4903118826474022,3.155275005811778,1.2038417871608662,0.7451213658128233,1
3.2190371362998906,1.4933035756620154,0.3416493744578795,1.2756849135983508,1.0392371657072563,1
2.1524321559894455,2.3170245461121435,1.2768008437326945,1.057572001820268,0.5424992485317196,1
2.3487458798832757,2.33976399665322,1.6530770469895617,0.6705023781140308,0.6857460967989113,0
2.1703489877629867,1.8254789163641987,2.5596751815712486,0.9637078677185438,0.589242002858756,1
1.1514535732004028,1.210010385094442,2.3836324654982057,0.11801932198013887,0.802048792938014,1
2.5078359584452894,1.6094102692312502,1.0951634988506704,1.3460009778332085,0.5332346080651729,1
2.7850492662384796,1.4291168872457938,1.6895569830669515,0.2459464924651555,0.9026845839579287,0
1.1367630690302846,1.5634740420228121,1.7223016048397426,0.12031052079723445,0.6241211817056164,0
1.099069876293394,1.173546003640982,2.027730689458016,1.7756621798265042,0.39381536325010413,1
2.1459254812054476,1.0557645688783184,2.725644321816592,0.18101894965511356,0.9815223825429916,1
0.11770806633342139,1.0084889109503892,0.8671315142589733,0.9519507735634615,0.3606816197606941,0
1.4606249917522836,2.485065690642607,3.302236328195396,1.1126675177306087,0.862682648611188,1
0.0,0.0,0.0,0.926850067847696,0.40133785212771766,0
1.940097376770623,2.3718656185089957,2.245567731495245,0.8851257577056405,0.5846927613732433,1
0.001232150638083268,0.25406488643346015,1.7713807584717134,0.35268926369824827,0.6912638953891967,0
2.7852941907980844,1.0920850785173035,2.0828068787426726,1.1396197761877298,0.7045424465461185,1
1.3417866091153277,1.705666954542795,2.664401138308888,0.8001621500890739,0.679594196214138,0
1.226717711687083,0.7380079589837308,1.0482157436419104,0.4027893692912696,0.3137209812906841,0
1.3644425602484518,1.2417059070002046,1.129510467591125,2.4729095682845483,0.5380594703447923,1
0.7725553983418287,0.6904509018018963,1.1412819969322239,0.10205965960919507,0.37263428662827025,0
0.9772196706171787,0.0,0.13685954459086191,0.0,0.4072455325559522,0
0.6281156646162203,0.569213253667138,1.129935044982341,0.16938243043702675,0.34119855880022343,0
0.10740705198429973,0.8567360795325287,0.45281661625851816,0.6653287651172822,0.27805434527708717,0
1.2902705907028182,1.0606371136627062,1.2902674631717304,0.31423826220013484,0.40061242055907487,0
0.6453638603234387,0.0,0.9028945173873822,0.193460083409758,0.35733178775495744,0
0.6994521705119016,2.6255039929475585,1.3859535020114717,0.47182874312564693,0.8382719838168912,0
1.2804201375441784,0.7905589818243575,0.6480541495460282,0.5297378615023702,0.28566901764415953,0
1.5718224231488347,1.8386302057682655,1.4444247861937205,2.0997804198915575,0.25239410537771967,1
3.669208766661794,2.2082548043919203,2.439542809146205,1.961247418437935,0.6570231200556821,1
0.1490682108044502,0.057108366712199654,0.33926144694391736,0.8704422589213328,0.3150680514992459,0
0.0,0.0,1.6208509747567297,1.0407802346074044,0.6962957714674829,0
0.17868431261140852,0.014481101465572216,1.186608031205013,1.2495510808120425,0.5641846867985565,0
0.9120007976857232,1.0568742124098542,1.4600643270554137,0.7851445462247698,0.2536447364971277,1
2.6072448777164743,1.9932595156664754,1.224760092310278,0.0,0.9730647525755839,0
2.0555480749717385,2.174857499776012,2.1352953616423007,0.6103718537268688,0.6559201972939747,0
1.5422492452443128,0.7961967048940592,1.4379262235739223,1.2263820309077451,0.28601539711827856,1
0.43295604272456206,1.1109472527805246,0.5874928965047581,0.6044650965447882,0.2554145856366684,0
0.8531882642805662,1.8630984760067335,0.3487845923154438,0.7314905367267912,0.5595365796465981,0
0.2534232926868152,0.35930728824996483,0.15236336316565138,0.10561061208983076,0.09767507671281392,0
2.604002902413307,0.9496754460709516,2.5142527781662225,2.004024941574289,0.6578713544032975,1
0.6100273550524603,0.0,0.0,0.9596520280291676,0.4114280153911844,0
1.3891003778402193,1.694141890544565,3.1754399249663647,1.5188630573573505,0.718945021782695,1
1.0589899865708907,1.4505144275697763,1.5465121553594674,0.5831575513270756,0.3797171123848773,1
2.1127534367661878,2.1688356019369364,1.9554023282839688,1.0213528057096606,0.46460863628854954,1
0.7738854714016752,0.1998864838990074,1.4549629273103255,0.30722221568899155,0.4946692400023089,0
0.0,0.380026220913013,1.3798074797859436,0.14373083387307323,0.5392257593393526,1
2.5051215072491075,1.7102749939456405,1.2666937368470892,1.5283900190416282,0.4621836852194833,1
1.978478540403807,1.1278693344694417,1.2721665518099954,1.7869535232656482,0.35172021546565174,1
0.20346774966952422,0.6951903204486816,0.8409485207421921,0.9312205753264798,0.2809472563224835,0
0.0,0.15611526283873262,1.0461032266713575,0.7797524768321733,0.431470054990326,0
0.0934262370836087,1.5494051416071724,1.9152305467908375,2.0420800579640703,0.7757554715278941,1
0.332553061500213,1.029379617131678,1.3877882603362404,0.3406996346042076,0.4540296248693628,0
2.207914921105082,1.9983300081685593,2.091647432970347,0.7768320123503797,0.5774376233692432,1
1.0644232808341954,2.1141618847162125,2.3068038919138787,0.3149857161736551,0.8081074671798358,0
1.0826525049166078,0.5492248164090208,0.32622886775322574,0.5431140065276088,0.27890716505512314,0
0.7684135809654784,0.24980256110998478,0.6126832162878273,0.5970020869048224,0.18958293289604858,0
1.2762089973194326,0.19960123584755005,0.7487593662201671,0.0,0.4979992899251943,0
1.0502629190967572,0.0,0.0,0.2885256661843179,0.42959589740156395,0
2.7532346897991307,1.9612987850316186,2.8206540618082263,0.26711290004743415,1.029011636592072,1
3.034020738336998,0.9743667826232588,1.8745530204365157,0.4509508475183017,0.9801062607442866,0
2.223268586078728,1.4719065633438635,0.4915469115445354,0.9077193111435992,0.6493596129385619,1
1.2158471217767122,1.1103068301122414,1.5109175248503042,0.0,0.5729655024573647,0
0.8941923912912644,0.7371555473009469,1.224300735803196,0.0,0.4481094418091226,0
2.6733858331541063,0.0,1.4247672818301926,0.5247597800220279,1.013594536576102,0
1.2902332775606362,1.7563859740904364,2.9477708895801635,0.3564853884377421,0.9330894453099409,0
1.3947995077530897,1.5547907314290945,1.1868306587757396,1.035654405904738,0.19773480298086157,1
0.8961944437474147,0.0,0.18515335030871408,0.8979183049847252,0.40753219316325845,0
0.37290402856858124,0.0,0.6818751939397227,0.5277739976725784,0.25319849603428063,0
2.150895622887383,1.964557398859716,1.567621589344557,0.781558612834037,0.5258893388047052,1
2.186931125090212,1.5203700720631597,1.9117476565384273,1.4738742558935158,0.29320972304698495,1
2.2261408157269766,0.5060665731384965,0.8320806054924108,1.253264737553857,0.6466516378891141,1
0.0,0.6950701100157586,0.14266998533874187,0.652373388477562,0.3057608018832041,0
2.3802428488986824,0.0,1.5078805003710458,1.4984337447702847,0.8559810130430249,1
2.408774043906886,1.0745219025204358,0.5164816431592548,0.7826579211232398,0.7276974078022642,1
0.2746233937567066,0.27209320697550116,0.8627102542164645,0.8778279891478596,0.29850460736876117,0
1.3366236646087146,0.42122877353880633,1.3212790430377752,1.5114874303229422,0.4260057406801685,1
2.982112970027738,1.3353349363824778,3.5710822479486284,1.1151462144710695,1.0494938805130885,1
0.7384657163769865,0.30648498443803157,0.18209537387276947,0.5542731242944476,0.21585154579332427,0
2.01086714497641,1.4468472015619653,1.6575495919828618,1.4680833913205358,0.22615120872622232,1
1.4709535525516375,1.831716488693447,2.649210577030747,1.761705080585579,0.43759571458954544,1
0.5317444321014739,1.7724282751240366,2.0555643136046937,0.9110211941839882,0.619341455673432,1
